"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"log_lik[31]",-1.739474085525,-1.73011525,0.135612007445387,0.13503164976,-1.97985312,-1.53143286,1.00107078057062,1725.10418239505,2806.26123946407
"log_lik[32]",-0.883166491555,-0.88624616,0.0812147204376367,0.075578240745,-1.00769263,-0.74608324,1.00265525436487,1810.86594914958,1108.98754824736
"log_lik[33]",-0.9376263684625,-0.93346587,0.0883535598700482,0.082748902362,-1.0855705,-0.8003498015,1.004850013749,898.856825249872,1046.94254768745
"log_lik[34]",-0.8654562315625,-0.865114185,0.0823825467107585,0.080340811551,-1.000835715,-0.734123639,1.00276585227823,1975.02101415727,2410.1758207754
"log_lik[35]",-0.9143692035575,-0.91754797,0.0807156873568478,0.073221951978,-1.03907087,-0.7838909015,1.00332085189452,1443.32927703735,924.332791815022
"log_lik[36]",-0.8755933936525,-0.878967215,0.0814238372152611,0.076782008163,-1.000401255,-0.7394336265,1.00247357791326,1939.27609938487,1256.04908300981
"log_lik[37]",-1.273216941085,-1.26520455,0.106995821698623,0.10024918659,-1.45657187,-1.11086451,1.00514473824659,751.542923045316,765.347054136297
"log_lik[38]",-0.8686041358525,-0.872021945,0.0814139737663245,0.077454174525,-0.993785421,-0.7322318705,1.00228506530828,2099.16955483974,1283.76483185932
"log_lik[39]",-1.3218413955,-1.31522215,0.109588771755063,0.10434894624,-1.50770308,-1.15792533,1.00223898078036,1378.84996570789,1524.7125317479
"log_lik[40]",-0.8787798855625,-0.88202622,0.0813539581426457,0.076353818457,-1.003791015,-0.7410234535,1.00254876427675,1880.47085555157,1185.79722587942
"log_lik[41]",-1.9262338663,-1.9150692,0.170372351259841,0.17189108727,-2.221587095,-1.665225975,1.00086815029081,2067.77980783381,2761.62904165367
"log_lik[42]",-1.4984151678975,-1.49086465,0.125593141224419,0.12310568949,-1.71879255,-1.30596278,1.00121570057335,1801.98004945139,2108.85686338273
"log_lik[43]",-0.86769849984,-0.867407495,0.0825811909451598,0.080930589831,-1.003210195,-0.7355957265,1.00286011752494,1871.78780763755,2297.1823211992
"log_lik[44]",-1.2074657845075,-1.2034668,0.0977403429622349,0.09100739949,-1.371478245,-1.06060248,1.00329183714837,1144.06762119452,1128.475349523
"log_lik[45]",-1.07772451197,-1.07207945,0.0976553778421049,0.08866726365,-1.24364542,-0.928391026,1.0060232205738,710.81804643906,573.257628814232
"log_lik[46]",-0.8566199910925,-0.85750791,0.0815310121226375,0.079594759818,-0.986612235,-0.722521391,1.0023513211585,2492.74537954007,2610.17487064845
"log_lik[47]",-0.9802315117975,-0.98202963,0.0810913135870354,0.073182722382,-1.106508915,-0.852027718,1.00422521624686,1087.61591389966,800.415652397651
"log_lik[48]",-3.253428746675,-3.2386454,0.294639528305883,0.2862322386,-3.76350461,-2.80517451,1.00076587365912,2557.42112479171,2363.06063200356
"log_lik[49]",-1.301382893655,-1.2936762,0.108365287160728,0.10109664075,-1.48804304,-1.13633499,1.00489670697422,766.527489586136,754.518942517699
"log_lik[50]",-0.87889245153,-0.877404845,0.0835523771331693,0.081246087111,-1.01699139,-0.7471020685,1.00326649344207,1525.85156490547,1791.79496004287
"log_lik[51]",-1.1446392242275,-1.14143915,0.0910647627310567,0.0848296276799999,-1.296397515,-1.00606951,1.00391610963625,1038.06213585348,958.189181838536
"log_lik[52]",-0.8572307525825,-0.85810704,0.0816024924183968,0.079469717334,-0.9876578425,-0.7224096475,1.00239297906772,2481.95165549747,2646.87624425073
"log_lik[53]",-1.02696064648,-1.02777285,0.0830956894828439,0.0748748285879998,-1.15842569,-0.8986827,1.00443240160801,1002.88528510764,788.312748459425
"log_lik[54]",-0.8707291914475,-0.874400025,0.0814448299454683,0.076987370502,-0.996150311,-0.7344587015,1.00235419029041,2046.8659221273,1274.33098167295
"log_lik[55]",-1.6875737847,-1.67802405,0.131840523522256,0.13042839915,-1.91921693,-1.484768955,1.00142516243506,1527.45305191348,2733.9947858458
"log_lik[56]",-0.9159522789675,-0.919094795,0.0807240349217441,0.073281041001,-1.041107205,-0.785601351,1.00334496238943,1429.27491318057,940.873123635042
"log_lik[57]",-0.8695521409425,-0.86941746,0.0827440215270948,0.0815070321240001,-1.006076085,-0.73703257,1.00292404223506,1801.93250796024,2283.77468463528
"log_lik[58]",-0.8559988539575,-0.858911545,0.0811206327619512,0.07873295409,-0.983583588,-0.7209411165,1.00217351020481,2448.58690735099,2445.34388390175
